상가업소번호,상호명,지점명,상권업종대분류코드,상권업종대분류명,상권업종중분류코드,상권업종중분류명,상권업종소분류코드,상권업종소분류명,표준산업분류코드,표준산업분류명,시도코드,시도명,시군구코드,시군구명,행정동코드,행정동명,법정동코드,법정동명,지번코드,대지구분코드,대지구분명,지번본번지,지번부번지,지번주소,도로명코드,도로명,건물본번지,건물부번지,건물관리번호,건물명,도로명주소,구우편번호,신우편번호,동정보,층정보,호정보,경도,위도
MA010120220810351365,세븐일레븐가산,광진점,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,11,서울특별시,11545,금천구,11545510,가산동,1154510100,가산동,1154510100101530007,1,대지,153.0,7.0,서울특별시 금천구 가산동 153-7,115453117003,서울특별시 금천구 가산로,89.0,,1154510100101530007015019,타운,서울특별시 금천구 가산로 89,153801,8520,,1,,126.894331859277,37.4739395351443
MA010120220800397807,세븐여의역점주,코리아,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,11,서울특별시,11560,영등포구,11560540,여의동,1156011000,여의도동,1156011000100260000,1,대지,26.0,,서울특별시 영등포구 여의도동 26,115604154064,서울특별시 영등포구 국제금융로2길,37.0,,1156011000100260000000001,,서울특별시 영등포구 국제금융로2길 37,150879,7327,,1,,126.924285952113,37.5229412201911
MA010120220800950221,G/S25가리봉역점,,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,11,서울특별시,11545,금천구,11545510,가산동,1154510100,가산동,1154510100100600015,1,대지,60.0,15.0,서울특별시 금천구 가산동 60-15,115453116013,서울특별시 금천구 벚꽃로,286.0,,1154510100100600015015801,리더스타워,서울특별시 금천구 벚꽃로 286,153790,8511,,1,,126.884113457788,37.4803901907794
MA010120220800932683,세븐일레븐금천,가산점,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,11,서울특별시,11545,금천구,11545510,가산동,1154510100,가산동,1154510100101430011,1,대지,143.0,11.0,서울특별시 금천구 가산동 143-11,115453117003,서울특별시 금천구 가산로,147.0,7.0,1154510100101430011014624,,서울특별시 금천구 가산로 147-7,153801,8515,,,,126.890403059253,37.4780175288458
MA010120220814078838,세븐가산용주점,코리아,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,11,서울특별시,11545,금천구,11545510,가산동,1154510100,가산동,1154510100102380084,1,대지,238.0,84.0,서울특별시 금천구 가산동 238-84,115454151222,서울특별시 금천구 벚꽃로24길,14.0,,1154510100102380084018118,명칭없음,서울특별시 금천구 벚꽃로24길 14,153801,8518,,1,,126.887198856285,37.4736265977163
MA010120220808163420,지에스25가산포스트6차점,,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,11,서울특별시,11545,금천구,11545510,가산동,1154510100,가산동,1154510100100500003,1,대지,50.0,3.0,서울특별시 금천구 가산동 50-3,115453116013,서울특별시 금천구 벚꽃로,298.0,,1154510100100500003017038,대륭포스트타워6차,서울특별시 금천구 벚꽃로 298,153715,8510,,,,126.883874400754,37.4814441360817
MA010120220812030307,씨유가산승리점,,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,11,서울특별시,11545,금천구,11545510,가산동,1154510100,가산동,1154510100105500009,1,대지,550.0,9.0,서울특별시 금천구 가산동 550-9,115453000026,서울특별시 금천구 디지털로,121.0,,1154510100105500009015661,에이스가산타워,서울특별시 금천구 디지털로 121,153803,8505,,1,,126.880095323367,37.4761334192738
MA010120220800047778,지에스25가산,V1점,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,11,서울특별시,11545,금천구,11545510,가산동,1154510100,가산동,1154510100103710041,1,대지,371.0,41.0,서울특별시 금천구 가산동 371-41,115453117001,서울특별시 금천구 가산디지털1로,171.0,,1154510100103710041014470,가산에스케이브이원센터,서울특별시 금천구 가산디지털1로 171,153803,8503,,1,,126.880675837505,37.4807651927289
MA010120220805024451,씨유여의도,kcc점,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,11,서울특별시,11560,영등포구,11560540,여의동,1156011000,여의도동,1156011000100130022,1,대지,13.0,22.0,서울특별시 영등포구 여의도동 13-22,115604154091,서울특별시 영등포구 국회대로72길,17.0,,1156011000100130022031692,KCC파크타운,서울특별시 영등포구 국회대로72길 17,150870,7238,,1,,126.921269900257,37.52955260209
MA010120220804285333,이마트24가산SK,V1점,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,11,서울특별시,11545,금천구,11545510,가산동,1154510100,가산동,1154510100103710041,1,대지,371.0,41.0,서울특별시 금천구 가산동 371-41,115453117001,서울특별시 금천구 가산디지털1로,171.0,,1154510100103710041014470,가산에스케이브이원센터,서울특별시 금천구 가산디지털1로 171,153803,8503,,,,126.880675837505,37.4807651927289
MA010120220813776046,세븐일레븐가산푸르지오시티점,,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,11,서울특별시,11545,금천구,11545510,가산동,1154510100,가산동,1154510100101390003,1,대지,139.0,3.0,서울특별시 금천구 가산동 139-3,115454151236,서울특별시 금천구 벚꽃로56길,182.0,,1154510100101390005014482,전부램킨푸르지오시티,서울특별시 금천구 벚꽃로56길 182,153801,8512,,,,126.88829774487,37.4796734136897
MA010120220804147341,세븐일레븐가산롯데IT,캐슬점,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,11,서울특별시,11545,금천구,11545510,가산동,1154510100,가산동,1154510100105500001,1,대지,550.0,1.0,서울특별시 금천구 가산동 550-1,115453117002,서울특별시 금천구 가산디지털2로,98.0,,1154510100105500001018232,IT캐슬,서울특별시 금천구 가산디지털2로 98,153768,8506,,,,126.88105453514,37.4772336199671
MA010120220808239716,미니스톱가산노블루체점,,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,11,서울특별시,11545,금천구,11545510,가산동,1154510100,가산동,1154510100101440005,1,대지,144.0,5.0,서울특별시 금천구 가산동 144-5,115454151005,서울특별시 금천구 가산로9길,17.0,,1154510100101440005014812,G밸리노블루체스위트,서울특별시 금천구 가산로9길 17,153801,8516,,,,126.891049245932,37.4768017640972
MA010120220801007093,세븐가산월드점주,코리아,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,11,서울특별시,11545,금천구,11545510,가산동,1154510100,가산동,1154510100100600024,1,대지,60.0,24.0,서울특별시 금천구 가산동 60-24,115453116013,서울특별시 금천구 벚꽃로,254.0,,1154510100100600024015649,,서울특별시 금천구 벚꽃로 254,153781,8511,,,,126.885485496626,37.4777605826695
MA010120220804843774,세븐가산후지필름점,코리아,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,11,서울특별시,11545,금천구,11545510,가산동,1154510100,가산동,1154510100107750000,1,대지,775.0,,서울특별시 금천구 가산동 775,115453117001,서울특별시 금천구 가산디지털1로,222.0,,1154510100105050019014123,한국후지필름복합주거시설,서울특별시 금천구 가산디지털1로 222,153023,8502,,1,,126.880137674654,37.4850083967523
MA010120220806612352,지에스25트윈테크점,,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,11,서울특별시,11545,금천구,11545510,가산동,1154510100,가산동,1154510100103450009,1,대지,345.0,9.0,서울특별시 금천구 가산동 345-9,115453117001,서울특별시 금천구 가산디지털1로,119.0,,1154510100103450009014859,SK트윈테크타워,서울특별시 금천구 가산디지털1로 119,153773,8589,,,,126.882921771017,37.4760641729375
MA010120220810017377,세븐가산롯데IT캐슬점,코리아,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,11,서울특별시,11545,금천구,11545510,가산동,1154510100,가산동,1154510100105500001,1,대지,550.0,1.0,서울특별시 금천구 가산동 550-1,115453117002,서울특별시 금천구 가산디지털2로,98.0,,1154510100105500001018232,롯데IT캐슬,서울특별시 금천구 가산디지털2로 98,153768,8506,,,,126.88105453514,37.4772336199671
MA010120220813567795,지에스25여의쌍마점,,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,11,서울특별시,11560,영등포구,11560540,여의동,1156011000,여의도동,1156011000100240005,1,대지,24.0,5.0,서울특별시 영등포구 여의도동 24-5,115603118019,서울특별시 영등포구 여의나루로,81.0,,1156011000100240005031229,한마루빌딩,서울특별시 영등포구 여의나루로 81,150877,7327,,1,,126.927734908951,37.5243219143759
MA010120220800976841,씨유가산에스케이점,,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,11,서울특별시,11545,금천구,11545510,가산동,1154510100,가산동,1154510100103450009,1,대지,345.0,9.0,서울특별시 금천구 가산동 345-9,115453117001,서울특별시 금천구 가산디지털1로,119.0,,1154510100103450009014859,에스케이트윈테크타워,서울특별시 금천구 가산디지털1로 119,153773,8589,,,,126.882921771017,37.4760641729375
MA010120220800896373,이마트24가산포휴점,,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,11,서울특별시,11545,금천구,11545510,가산동,1154510100,가산동,1154510100105170004,1,대지,517.0,4.0,서울특별시 금천구 가산동 517-4,115453117001,서울특별시 금천구 가산디지털1로,225.0,,1154510100105170004014127,가산동에이스가산포휴지식산업센터,서울특별시 금천구 가산디지털1로 225,153803,8501,,1,,126.878882531706,37.4850701872932
MA010120220812212747,씨유가산뉴티,캐슬점,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,11,서울특별시,11545,금천구,11545510,가산동,1154510100,가산동,1154510100104290001,1,대지,429.0,1.0,서울특별시 금천구 가산동 429-1,115453117002,서울특별시 금천구 가산디지털2로,108.0,,1154510100104290001000001,뉴티캐슬,서울특별시 금천구 가산디지털2로 108,153779,8506,,1,,126.880657782151,37.4778999665941
MA010120220810491380,씨유가산하이엔드6차점,,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,11,서울특별시,11545,금천구,11545510,가산동,1154510100,가산동,1154510100100600025,1,대지,60.0,25.0,서울특별시 금천구 가산동 60-25,115453116013,서울특별시 금천구 벚꽃로,234.0,,1154510100100600025000001,에이스하이엔드타워6차,서울특별시 금천구 벚꽃로 234,153798,8513,,,,126.886132594561,37.4759952300264
MA010120220807131120,세븐일레븐여의서울점,,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,11,서울특별시,11560,영등포구,11560540,여의동,1156011000,여의도동,1156011000100210003,1,대지,21.0,3.0,서울특별시 영등포구 여의도동 21-3,115603118019,서울특별시 영등포구 여의나루로,117.0,,1156011000100210003031196,,서울특별시 영등포구 여의나루로 117,150875,7336,,1,,126.931059070968,37.5262250159461
MA010120220805459999,이마트24가산하이엔드점,,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,11,서울특별시,11545,금천구,11545510,가산동,1154510100,가산동,1154510100102190006,1,대지,219.0,6.0,서울특별시 금천구 가산동 219-6,115454151222,서울특별시 금천구 벚꽃로24길,26.0,,1154510100102190006015091,에이스하이엔드타워,서울특별시 금천구 벚꽃로24길 26,153801,8517,,1,,126.888814785686,37.4740876442258
MA010120220811089662,세븐여의IFC점,코리아,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,11,서울특별시,11560,영등포구,11560540,여의동,1156011000,여의도동,1156011000100240000,1,대지,24.0,,서울특별시 영등포구 여의도동 24,115604154064,서울특별시 영등포구 국제금융로2길,7.0,,1156011000100240000031230,한주빌딩,서울특별시 영등포구 국제금융로2길 7,150877,7327,,1,,126.926829582302,37.5246457177567
MA010120220800871103,SM개발,,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,11,서울특별시,11545,금천구,11545510,가산동,1154510100,가산동,1154510100103450030,1,대지,345.0,30.0,서울특별시 금천구 가산동 345-30,115453000026,서울특별시 금천구 디지털로,130.0,,1154510100103450030015806,에이스제9차,서울특별시 금천구 디지털로 130,153782,8589,,6,,126.88187133963,37.4754504410988
MA010120220810035196,세븐일레븐가산K1,타워점,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,11,서울특별시,11545,금천구,11545510,가산동,1154510100,가산동,1154510100104590029,1,대지,459.0,29.0,서울특별시 금천구 가산동 459-29,115453117002,서울특별시 금천구 가산디지털2로,166.0,,1154510100104590029015722,에이스,서울특별시 금천구 가산디지털2로 166,153803,8503,,,,126.878298471617,37.4826729056771
MA010120220805535953,지에스25여의아일렉스,,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,11,서울특별시,11560,영등포구,11560540,여의동,1156011000,여의도동,1156011000100440037,1,대지,44.0,37.0,서울특별시 영등포구 여의도동 44-37,115603118028,서울특별시 영등포구 여의대방로,375.0,,1156011000100440037031543,아일렉스타워,서울특별시 영등포구 여의대방로 375,150890,7333,,,,126.930771703825,37.5188996974936
MA010120220800741211,가산상행편의점,,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,11,서울특별시,11545,금천구,11545510,가산동,1154510100,가산동,1154510100104640002,1,대지,464.0,2.0,서울특별시 금천구 가산동 464-2,115453116013,서울특별시 금천구 벚꽃로,309.0,,1154510100104680004015842,가산디지털단지역,서울특별시 금천구 벚꽃로 309,153803,8510,,,,126.882562648639,37.481596010993
MA010120220813237315,GS25가산디폴리스점,,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,11,서울특별시,11545,금천구,11545510,가산동,1154510100,가산동,1154510100105430001,1,대지,543.0,1.0,서울특별시 금천구 가산동 543-1,115454151238,서울특별시 금천구 서부샛길,606.0,,1154510100104890007014247,대성디폴리스지식산업센터,서울특별시 금천구 서부샛길 606,153719,8504,,,,126.877014010558,37.479950530155
MA010120220806865263,수,,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,11,서울특별시,11560,영등포구,11560540,여의동,1156011000,여의도동,1156011000100850001,1,대지,85.0,1.0,서울특별시 영등포구 여의도동 85-1,115603118020,서울특별시 영등포구 여의동로,280.0,,1156011000100860001000003,한강아파트,서울특별시 영등포구 여의동로 280,150897,7337,,,,126.939024388301,37.5249679940267
MA010120220805449645,세븐일레븐LDCC점,,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,11,서울특별시,11545,금천구,11545510,가산동,1154510100,가산동,1154510100105330002,1,대지,533.0,2.0,서울특별시 금천구 가산동 533-2,115453117002,서울특별시 금천구 가산디지털2로,179.0,,1154510100105330002000001,,서울특별시 금천구 가산디지털2로 179,153705,8500,,1,,126.876521851508,37.4835991007204
MA010120220812263031,씨유가산유미어스점,,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,11,서울특별시,11545,금천구,11545510,가산동,1154510100,가산동,1154510100105350055,1,대지,535.0,55.0,서울특별시 금천구 가산동 535-55,115453117002,서울특별시 금천구 가산디지털2로,169.0,37.0,1154510100105350055014412,,서울특별시 금천구 가산디지털2로 169-37,153803,8504,,,,126.875552618979,37.481714976627
MA010120220807936257,GS25여의도,자이점,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,11,서울특별시,11560,영등포구,11560540,여의동,1156011000,여의도동,1156011000100470000,1,대지,47.0,,서울특별시 영등포구 여의도동 47,115604154695,서울특별시 영등포구 여의동로3길,10.0,,1156011000100470000000001,여의도자이,서울특별시 영등포구 여의동로3길 10,150918,7324,,1,,126.925195757663,37.5181214350217
MA010120220810200822,씨유가산,현대아울렛점,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,11,서울특별시,11545,금천구,11545510,가산동,1154510100,가산동,1154510100100600008,1,대지,60.0,8.0,서울특별시 금천구 가산동 60-8,115454151192,서울특별시 금천구 디지털로10길,9.0,,1154510100100600008014606,현대시티아울렛가산점,서울특별시 금천구 디지털로10길 9,153801,8514,,7,,126.889058275638,37.4776198298383
MA010120220805537889,씨유가산대륭점,,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,11,서울특별시,11545,금천구,11545510,가산동,1154510100,가산동,1154510100100600003,1,대지,60.0,3.0,서울특별시 금천구 가산동 60-3,115454151195,서울특별시 금천구 디지털로9길,68.0,,1154510100100600003000002,대륭포스트타워5차,서울특별시 금천구 디지털로9길 68,153702,8512,,1,,126.886407535865,37.4810771851015
MA010120220812776387,지에스25여의도현대점,,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,11,서울특별시,11560,영등포구,11560540,여의동,1156011000,여의도동,1156011000100020002,1,대지,2.0,2.0,서울특별시 영등포구 여의도동 2-2,115603118002,서울특별시 영등포구 국제금융로,15.0,,1156011000100020002000001,파크원지하도상가,서울특별시 영등포구 국제금융로 15,150010,7335,,,,126.926840692611,37.5248529551338
MA010120220800945684,썬마트,,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,11,서울특별시,11545,금천구,11545510,가산동,1154510100,가산동,1154510100101410008,1,대지,141.0,8.0,서울특별시 금천구 가산동 141-8,115453117003,서울특별시 금천구 가산로,148.0,,1154510100101410008015754,,서울특별시 금천구 가산로 148,153801,8527,,,,126.890865816935,37.4785495524936
MA010120220800316891,세븐여의도시범아파트점,코리아,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,11,서울특별시,11560,영등포구,11560540,여의동,1156011000,여의도동,1156011000100500000,1,대지,50.0,,서울특별시 영등포구 여의도동 50,115603118001,서울특별시 영등포구 63로,45.0,,1156011000100500000031272,시범아파트,서울특별시 영등포구 63로 45,150761,7344,,1,,126.937851766413,37.5202641496011
MA010120220805087253,세븐LDCC점,코리아,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,11,서울특별시,11545,금천구,11545510,가산동,1154510100,가산동,1154510100105330002,1,대지,533.0,2.0,서울특별시 금천구 가산동 533-2,115453117002,서울특별시 금천구 가산디지털2로,179.0,,1154510100105330002000001,롯데정보통신,서울특별시 금천구 가산디지털2로 179,153705,8500,,1,,126.876521851508,37.4835991007204
MA010120220800398141,세븐여의도성모병원점주,코리아,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,11,서울특별시,11560,영등포구,11560540,여의동,1156011000,여의도동,1156011000100620000,1,대지,62.0,,서울특별시 영등포구 여의도동 62,115603118001,서울특별시 영등포구 63로,10.0,,1156011000100620000031477,여의도성모병원,서울특별시 영등포구 63로 10,150713,7345,,1,,126.936733558334,37.5182723392121
MA010120220801177551,씨유,여의도점,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,11,서울특별시,11560,영등포구,11560540,여의동,1156011000,여의도동,1156011000100530000,1,대지,53.0,,서울특별시 영등포구 여의도동 53,115603118028,서울특별시 영등포구 여의대방로,394.0,,1156011000100530000031524,우정상가,서울특별시 영등포구 여의대방로 394,150895,7343,,,,126.932773456967,37.5193873954449
MA010120220800369082,씨유여의도역점,,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,11,서울특별시,11560,영등포구,11560540,여의동,1156011000,여의도동,1156011000100350005,1,대지,35.0,5.0,서울특별시 영등포구 여의도동 35-5,115603118019,서울특별시 영등포구 여의나루로,42.0,,1156011000100350005031610,여의도종합상가,서울특별시 영등포구 여의나루로 42,150885,7328,,1,,126.924966167732,37.5214730201695
MA010120220806897419,씨유가산굴다리점,,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,11,서울특별시,11545,금천구,11545510,가산동,1154510100,가산동,1154510100100320025,1,대지,32.0,25.0,서울특별시 금천구 가산동 32-25,115454151236,서울특별시 금천구 벚꽃로56길,32.0,,1154510100100320025014170,,서울특별시 금천구 벚꽃로56길 32,153800,8508,,1,,126.882512881232,37.4844972079898
MA010120220800356554,세븐일레븐여의백상점,,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,11,서울특별시,11560,영등포구,11560540,여의동,1156011000,여의도동,1156011000100350002,1,대지,35.0,2.0,서울특별시 영등포구 여의도동 35-2,115604154065,서울특별시 영등포구 국제금융로6길,30.0,,1156011000100350002031380,백상빌딩,서울특별시 영등포구 국제금융로6길 30,150885,7328,,,,126.926606197406,37.5217173213898
MA010120220800965666,GS25벽산밸리점,,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,11,서울특별시,11545,금천구,11545510,가산동,1154510100,가산동,1154510100104810010,1,대지,481.0,10.0,서울특별시 금천구 가산동 481-10,115453117002,서울특별시 금천구 가산디지털2로,184.0,,1154510100104810010015811,벽산디지털밸리2차,서울특별시 금천구 가산디지털2로 184,153783,8501,,,,126.878092410576,37.4842404473754
MA010120220800851192,세븐여의１호점주,코리아,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,11,서울특별시,11560,영등포구,11560540,여의동,1156011000,여의도동,1156011000100410001,1,대지,41.0,1.0,서울특별시 영등포구 여의도동 41-1,115604154066,서울특별시 영등포구 국제금융로7길,22.0,,1156011000100410001031304,대교비상가,서울특별시 영등포구 국제금융로7길 22,150889,7340,,,,126.933075433431,37.5232438585187
MA010120220813784905,지에스25여의,한화점,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,11,서울특별시,11560,영등포구,11560540,여의동,1156011000,여의도동,1156011000100230005,1,대지,23.0,5.0,서울특별시 영등포구 여의도동 23-5,115602118001,서울특별시 영등포구 여의대로,56.0,,1156011000100230005031185,,서울특별시 영등포구 여의대로 56,150717,7325,,1,,126.92290470653,37.5240395494859
MA010120220803008028,지에스25가산프리미어점,,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,11,서울특별시,11545,금천구,11545510,가산동,1154510100,가산동,1154510100103450050,1,대지,345.0,50.0,서울특별시 금천구 가산동 345-50,115453117001,서울특별시 금천구 가산디지털1로,88.0,,1154510100103450050000001,IT프리미어타워,서울특별시 금천구 가산디지털1로 88,153707,8590,,1,,126.885457492953,37.473886215321
MA010120220806459541,세븐일레븐독산역점,,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,11,서울특별시,11545,금천구,11545510,가산동,1154510100,가산동,1154510100107150000,1,대지,715.0,,서울특별시 금천구 가산동 715,115453000027,서울특별시 금천구 범안로,1138.0,,1154510100107150000015652,고려테크온,서울특별시 금천구 범안로 1138,153803,8595,,1,,126.888386214841,37.4657979456725
MA010120220800976815,씨유가산세일,,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,11,서울특별시,11545,금천구,11545510,가산동,1154510100,가산동,1154510100101490019,1,대지,149.0,19.0,서울특별시 금천구 가산동 149-19,115454151279,서울특별시 금천구 시흥대로149길,60.0,,1154510100101490019015504,,서울특별시 금천구 시흥대로149길 60,153801,8532,,,,126.894737386657,37.4749760581768
MA010120220800961840,씨유가산승일점,,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,11,서울특별시,11545,금천구,11545510,가산동,1154510100,가산동,1154510100103710042,1,대지,371.0,42.0,서울특별시 금천구 가산동 371-42,115453117002,서울특별시 금천구 가산디지털2로,136.0,,1154510100106160018000001,승일벤처타워,서울특별시 금천구 가산디지털2로 136,153803,8503,,,,126.87967066931,37.4800974269654
MA010120220800349545,GS25여의서린,,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,11,서울특별시,11560,영등포구,11560540,여의동,1156011000,여의도동,1156011000100450015,1,대지,45.0,15.0,서울특별시 영등포구 여의도동 45-15,115604154685,서울특별시 영등포구 여의대방로65길,17.0,,1156011000100450019031482,서린빌딩,서울특별시 영등포구 여의대방로65길 17,150891,7332,,,,126.929221186522,37.5197457213341
MA010120220807127732,GS25교직원공제회점,,G2,소매,G204,종합 소매,G20405,편의점,G47419,기타 의복 소매업,11,서울특별시,11560,영등포구,11560540,여의동,1156011000,여의도동,1156011000100350003,1,대지,35.0,3.0,서울특별시 영등포구 여의도동 35-3,115603118019,서울특별시 영등포구 여의나루로,50.0,,1156011000100350003031362,,서울특별시 영등포구 여의나루로 50,150704,7328,,,,126.92565588965,37.521797817273
MA010120220806501796,세븐일레븐가산후지필름점,,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,11,서울특별시,11545,금천구,11545510,가산동,1154510100,가산동,1154510100107750000,1,대지,775.0,,서울특별시 금천구 가산동 775,115453117001,서울특별시 금천구 가산디지털1로,222.0,,1154510100105050019014123,한국후지필름복합주거시설,서울특별시 금천구 가산디지털1로 222,153023,8502,,1,,126.880137674654,37.4850083967523
MA010120220800351066,GS25여의,서부점,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,11,서울특별시,11560,영등포구,11560540,여의동,1156011000,여의도동,1156011000100170010,1,대지,17.0,10.0,서울특별시 영등포구 여의도동 17-10,115604154087,서울특별시 영등포구 국회대로62길,25.0,,1156011000100170010037276,인켈빌딩,서울특별시 영등포구 국회대로62길 25,150874,7236,,,,126.917709719245,37.5263245893142
MA010120220810597954,지에스25가산하이엔드점(금천시니어클럽),,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,11,서울특별시,11545,금천구,11545510,가산동,1154510100,가산동,1154510100104810002,1,대지,481.0,2.0,서울특별시 금천구 가산동 481-2,115453117001,서울특별시 금천구 가산디지털1로,233.0,,1154510100104810002015573,에이스하이엔드타워9차,서울특별시 금천구 가산디지털1로 233,153803,8501,,,,126.87828212258,37.4857813664521
MA010120220805965544,세븐일레븐가산한신아이티점,,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,11,서울특별시,11545,금천구,11545510,가산동,1154510100,가산동,1154510100100600018,1,대지,60.0,18.0,서울특별시 금천구 가산동 60-18,115454151195,서울특별시 금천구 디지털로9길,47.0,,1154510100100600018015800,한신IT타워2차,서울특별시 금천구 디지털로9길 47,153712,8511,,,,126.885799297118,37.4795719143055
MA010120220807834634,비지에프휴먼넷여의도선착장,2호점,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,11,서울특별시,11560,영등포구,11560540,여의동,1156011000,여의도동,1156011000100850001,1,대지,85.0,1.0,서울특별시 영등포구 여의도동 85-1,115603118020,서울특별시 영등포구 여의동로,280.0,,1156011000100860001000003,한강유람선,서울특별시 영등포구 여의동로 280,150897,7337,,,,126.939024388301,37.5249679940267
MA010120220803228564,스마트플랫,,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,11,서울특별시,11545,금천구,11545510,가산동,1154510100,가산동,1154510100103710037,1,대지,371.0,37.0,서울특별시 금천구 가산동 371-37,115453117001,서울특별시 금천구 가산디지털1로,128.0,,1154510100103710037000001,에스티엑스브이타워,서울특별시 금천구 가산디지털1로 128,153795,8507,,3,,126.883700023753,37.4772362534816
MA010120220800962158,GS25가산세진,,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,11,서울특별시,11545,금천구,11545510,가산동,1154510100,가산동,1154510100100600019,1,대지,60.0,19.0,서울특별시 금천구 가산동 60-19,115453116013,서울특별시 금천구 벚꽃로,278.0,,1154510100100600019015803,세진테크노빌,서울특별시 금천구 벚꽃로 278,153769,8511,,,,126.884634904349,37.4794987024418
MA010120220800088204,세븐일레븐여의홍우점,,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,11,서울특별시,11560,영등포구,11560540,여의동,1156011000,여의도동,1156011000100430003,1,대지,43.0,3.0,서울특별시 영등포구 여의도동 43-3,115603118002,서울특별시 영등포구 국제금융로,78.0,,1156011000100430003031439,홍우빌딩,서울특별시 영등포구 국제금융로 78,150889,7333,,1,,126.931301549666,37.5208732032459
MA010120220809781856,미니스톱가산월드점,,G2,소매,G204,종합 소매,G20405,편의점,G47122,체인화 편의점,11,서울특별시,11545,금천구,11545510,가산동,1154510100,가산동,1154510100104260005,1,대지,426.0,5.0,서울특별시 금천구 가산동 426-5,115453117002,서울특별시 금천구 가산디지털2로,123.0,,1154510100104260005015797,월드메르디앙2차,서울특별시 금천구 가산디지털2로 123,153759,8505,,1,,126.87871187824,37.4787269133436
